MF_CATEGORIE;DOC_TITRE;DOC_PER_NUMERO;DOC_AN_EDIT;FT_CID;FT_SFNAME;;URL directe du fichier
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°1;1;1953;237423;doc00027275__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237423/doc00027275__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237423/doc00027275__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°2;2;1953;237425;doc00027277__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237425/doc00027277__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237425/doc00027277__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°3;3;1954;237426;doc00027278__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237426/doc00027278__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237426/doc00027278__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°4;4;1954;237427;doc00027279__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237427/doc00027279__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237427/doc00027279__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°5;5;1954;237428;doc00027280__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237428/doc00027280__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237428/doc00027280__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°6;6;1954;237429;doc00027281__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237429/doc00027281__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237429/doc00027281__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°7;7;1955;237430;doc00027282__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237430/doc00027282__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237430/doc00027282__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°8;8;1955;237431;doc00027283__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237431/doc00027283__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237431/doc00027283__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°9;9;1955;237432;doc00027284__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237432/doc00027284__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237432/doc00027284__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°10;10;1955;237433;doc00027285__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237433/doc00027285__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237433/doc00027285__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°11;11;1956;237434;doc00027286__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237434/doc00027286__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237434/doc00027286__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°12;12;1956;237435;doc00027287__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237435/doc00027287__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237435/doc00027287__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°13;13;1956;237436;doc00027288__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237436/doc00027288__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237436/doc00027288__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°14;14;1956;237438;doc00027290__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237438/doc00027290__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237438/doc00027290__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°15;15;1957;237439;doc00027291__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237439/doc00027291__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237439/doc00027291__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°16;16;1957;237441;doc00027293__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237441/doc00027293__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237441/doc00027293__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°17;17;1957;237442;doc00027294__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237442/doc00027294__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237442/doc00027294__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°18;18;1957;237443;doc00027295__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237443/doc00027295__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237443/doc00027295__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°19;19;1958;237444;doc00027296__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237444/doc00027296__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237444/doc00027296__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°20;20;1958;237445;doc00027297__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237445/doc00027297__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237445/doc00027297__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°21;21;1958;237446;doc00027298__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237446/doc00027298__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237446/doc00027298__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°22;22;1958;237447;doc00027299__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237447/doc00027299__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237447/doc00027299__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°23;23;1959;237448;doc00027300__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237448/doc00027300__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237448/doc00027300__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°24;24;1959;237449;doc00027301__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237449/doc00027301__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237449/doc00027301__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°25;25;1959;237450;doc00027302__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237450/doc00027302__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237450/doc00027302__PDF.txt
Met Mar;Bulletin trimestriel de liaison des navires sélectionnés. Bulletin n°26;26;1959;237451;doc00027303__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237451/doc00027303__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237451/doc00027303__PDF.txt
Met Mar;Met Mar n°27 - 1er trimestre 1960;27;1960;237420;doc00027271__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237420/doc00027271__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237420/doc00027271__PDF.txt
Met Mar;Met Mar n°28 - 2ème trimestre 1960;28;1960;237419;doc00027270__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237419/doc00027270__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237419/doc00027270__PDF.txt
Met Mar;Met Mar n°29 - 3ème trimestre 1960;29;1960;237418;doc00027269__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237418/doc00027269__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237418/doc00027269__PDF.txt
Met Mar;Met Mar n°30 - 4ème trimestre 1960;30;1960;237417;doc00027268__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237417/doc00027268__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237417/doc00027268__PDF.txt
Met Mar;Met Mar n°31 - 1er trimestre 1961;31;1961;237411;doc00027259__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237411/doc00027259__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237411/doc00027259__PDF.txt
Met Mar;Met Mar n°32 - 2ème trimestre 1961;32;1961;237408;doc00027256__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237408/doc00027256__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237408/doc00027256__PDF.txt
Met Mar;Met Mar n°33 - 3ème trimestre 1961;33;1961;237407;doc00027255__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237407/doc00027255__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237407/doc00027255__PDF.txt
Met Mar;Met Mar n°34 - 1er trimestre 1962;34;1962;237404;doc00027252__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237404/doc00027252__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237404/doc00027252__PDF.txt
Met Mar;Met Mar n°35 - 2ème trimestre 1962;35;1962;237401;doc00027249__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237401/doc00027249__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237401/doc00027249__PDF.txt
Met Mar;Met Mar n°36 - 3ème trimestre 1962;36;1962;237400;doc00027248__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237400/doc00027248__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237400/doc00027248__PDF.txt
Met Mar;Met Mar n°37 - 4ème trimestre 1962;37;1962;237399;doc00027247__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237399/doc00027247__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237399/doc00027247__PDF.txt
Met Mar;Met Mar n°38 - 1er trimestre 1963;38;1963;237397;doc00027245__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237397/doc00027245__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237397/doc00027245__PDF.txt
Met Mar;Met Mar n°39 - 2ème trimestre 1963;39;1963;237396;doc00027244__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237396/doc00027244__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237396/doc00027244__PDF.txt
Met Mar;Met Mar n°40 - 3ème trimestre 1963;40;1963;237365;doc00027213__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237365/doc00027213__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237365/doc00027213__PDF.txt
Met Mar;Met Mar n°41- 4ème trimestre 1963;41;1963;237364;doc00027212__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237364/doc00027212__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237364/doc00027212__PDF.txt
Met Mar;Met Mar n°42- 1er trimestre 1964;42;1964;237363;doc00027211__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237363/doc00027211__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237363/doc00027211__PDF.txt
Met Mar;Met Mar n°43- 2ème trimestre 1964;43;1964;237362;doc00027210__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237362/doc00027210__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237362/doc00027210__PDF.txt
Met Mar;Met Mar n°44- 3ème trimestre 1964;44;1964;237361;doc00027209__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237361/doc00027209__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237361/doc00027209__PDF.txt
Met Mar;Met Mar n°45- 4ème trimestre 1964;45;1964;237360;doc00027208__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237360/doc00027208__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237360/doc00027208__PDF.txt
Met Mar;Met Mar n°46- 1er trimestre 1965;46;1965;237359;doc00027207__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237359/doc00027207__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237359/doc00027207__PDF.txt
Met Mar;Met Mar n°47- 2ème trimestre 1965;47;1965;237358;doc00027206__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237358/doc00027206__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237358/doc00027206__PDF.txt
Met Mar;Met Mar n°48- 3ème trimestre 1965;48;1965;237357;doc00027205__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237357/doc00027205__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237357/doc00027205__PDF.txt
Met Mar;Met Mar n°49- 4ème trimestre 1965;49;1965;237356;doc00027204__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237356/doc00027204__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237356/doc00027204__PDF.txt
Met Mar;Met Mar n°50 - 1er trimestre 1966;50;1966;237355;doc00027203__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237355/doc00027203__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237355/doc00027203__PDF.txt
Met Mar;Met Mar n°51- 2ème trimestre 1966;51;1966;237354;doc00027202__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237354/doc00027202__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237354/doc00027202__PDF.txt
Met Mar;Met Mar n°52- 3ème trimestre 1966;52;1966;237353;doc00027201__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237353/doc00027201__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237353/doc00027201__PDF.txt
Met Mar;Met Mar n°53- 4ème trimestre 1966;53;1966;237352;doc00027200__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237352/doc00027200__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237352/doc00027200__PDF.txt
Met Mar;Met Mar n°54- 1er trimestre 1967;54;1967;237351;doc00027199__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237351/doc00027199__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237351/doc00027199__PDF.txt
Met Mar;Met Mar n°55- 2ème trimestre 1967;55;1967;237350;doc00027198__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237350/doc00027198__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237350/doc00027198__PDF.txt
Met Mar;Met Mar n°56- 3ème trimestre 1967;56;1967;237349;doc00027197__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237349/doc00027197__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237349/doc00027197__PDF.txt
Met Mar;Met Mar n°57- 4ème trimestre 1967;57;1967;237348;doc00027196__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237348/doc00027196__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237348/doc00027196__PDF.txt
Met Mar;Met Mar n°58- 1er trimestre 1968;58;1968;237347;doc00027195__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237347/doc00027195__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237347/doc00027195__PDF.txt
Met Mar;Met Mar n°59- 2ème trimestre 1968;59;1968;237346;doc00027194__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237346/doc00027194__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237346/doc00027194__PDF.txt
Met Mar;Met Mar n°60 - 3ème trimestre 1968;60;1968;237345;doc00027193__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237345/doc00027193__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237345/doc00027193__PDF.txt
Met Mar;Met Mar n°61- 4ème trimestre 1968;61;1968;237344;doc00027192__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237344/doc00027192__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237344/doc00027192__PDF.txt
Met Mar;Met Mar n°62- 1er trimestre 1969;62;1969;237343;doc00027191__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237343/doc00027191__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237343/doc00027191__PDF.txt
Met Mar;Met Mar n°63- 2ème trimestre 1969;63;1969;237342;doc00027190__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237342/doc00027190__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237342/doc00027190__PDF.txt
Met Mar;Met Mar n°64- 3ème trimestre 1969;64;1969;237341;doc00027189__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237341/doc00027189__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237341/doc00027189__PDF.txt
Met Mar;Met Mar n°65- 4ème trimestre 1969;65;1969;237340;doc00027188__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237340/doc00027188__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237340/doc00027188__PDF.txt
Met Mar;Met Mar n°66- 1er trimestre 1970;66;1970;237339;doc00027187__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237339/doc00027187__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237339/doc00027187__PDF.txt
Met Mar;Met Mar n°67- 2ème trimestre 1970;67;1970;237338;doc00027186__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237338/doc00027186__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237338/doc00027186__PDF.txt
Met Mar;Met Mar n°68- 3ème trimestre 1970;68;1970;237337;doc00027185__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237337/doc00027185__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237337/doc00027185__PDF.txt
Met Mar;Met Mar n°69- 4ème trimestre 1970;69;1970;237336;doc00027184__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237336/doc00027184__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237336/doc00027184__PDF.txt
Met Mar;Met Mar n°70 - 1er trimestre 1971;70;1971;237330;doc00027178__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237330/doc00027178__PDF.txt;http://bibliotheque.meteo.fr/exl-php/docs/ILS_DOC/237330/doc00027178__PDF.txt
